site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
RDOM 98AUG14 1998.6174 51039  970 5 -118.9    181  0.648607   4171654  0.734936  2417  0.417862  0.0791 0.000619 0.000733 0.002500 -0.016269  0.002617 -0.179428
RDOM 98AUG15 1998.6201 51040  970 6 -118.9    181  0.647322   4171654  0.730499  2417  0.422426  0.0791 0.000594 0.000719 0.002437 -0.009658 -0.026253 -0.161961
RDOM 98AUG16 1998.6229 51041  971 0 -118.9    181  0.645898   4171654  0.733866  2417  0.418522  0.0791 0.000619 0.000746 0.002524 -0.026045  0.003529 -0.154467
RDOM 98AUG17 1998.6256 51042  971 1 -118.9    181  0.647311   4171654  0.731418  2417  0.420329  0.0791 0.000612 0.000731 0.002499 -0.002304 -0.039732 -0.188961
RDOM 98AUG18 1998.6283 51043  971 2 -118.9    181  0.647673   4171654  0.733523  2417  0.420254  0.0791 0.000597 0.000719 0.002435 -0.002342 -0.018200 -0.161098
RDOM 98AUG19 1998.6311 51044  971 3 -118.9    181  0.648329   4171654  0.732846  2417  0.419732  0.0791 0.000611 0.000726 0.002490 -0.005198 -0.005563 -0.164140
RDOM 98AUG20 1998.6338 51045  971 4 -118.9    181  0.648896   4171654  0.734330  2417  0.423088  0.0791 0.000598 0.000720 0.002424 -0.008513 -0.003135 -0.160724
RDOM 98AUG21 1998.6366 51046  971 5 -118.9    181  0.647819   4171654  0.735663  2417  0.420457  0.0791 0.000590 0.000712 0.002405 -0.012856 -0.011068 -0.163368
RDOM 98AUG22 1998.6393 51047  971 6 -118.9    181  0.647389   4171654  0.733425  2417  0.423512  0.0791 0.000614 0.000734 0.002517 -0.010480  0.012140 -0.173901
RDOM 98AUG23 1998.6420 51048  972 0 -118.9    181  0.648318   4171654  0.732541  2417  0.426641  0.0791 0.000611 0.000734 0.002500 -0.004778 -0.026786 -0.160834
RDOM 98AUG24 1998.6448 51049  972 1 -118.9    181  0.647096   4171654  0.731835  2417  0.424758  0.0791 0.000598 0.000719 0.002434 -0.002345 -0.022683 -0.158654
RDOM 98AUG25 1998.6475 51050  972 2 -118.9    181  0.648634   4171654  0.734876  2417  0.419696  0.0791 0.000607 0.000731 0.002498  0.002137 -0.034737 -0.160706
RDOM 98AUG26 1998.6502 51051  972 3 -118.9    181  0.647089   4171654  0.735598  2417  0.429788  0.0791 0.000607 0.000734 0.002511 -0.010256  0.010305 -0.176628
RDOM 98AUG27 1998.6530 51052  972 4 -118.9    181  0.647327   4171654  0.736076  2417  0.423755  0.0791 0.000595 0.000726 0.002462 -0.023323  0.013223 -0.149299
RDOM 98AUG29 1998.6585 51054  972 6 -118.9    181  0.650274   4171654  0.733861  2417  0.421350  0.0791 0.000601 0.000719 0.002458  0.007029 -0.022640 -0.167352
RDOM 98AUG30 1998.6612 51055  973 0 -118.9    181  0.648647   4171654  0.735799  2417  0.424329  0.0791 0.000599 0.000719 0.002432 -0.009173 -0.012485 -0.144771
RDOM 98AUG31 1998.6639 51056  973 1 -118.9    181  0.649572   4171654  0.736259  2417  0.422715  0.0791 0.000614 0.000734 0.002487 -0.004421 -0.022998 -0.170131
RDOM 98SEP01 1998.6667 51057  973 2 -118.9    181  0.651014   4171654  0.736923  2417  0.424660  0.0791 0.000614 0.000743 0.002517  0.028631 -0.032893 -0.184513
RDOM 98SEP02 1998.6694 51058  973 3 -118.9    181  0.650801   4171654  0.735157  2417  0.424260  0.0791 0.000599 0.000722 0.002448 -0.011875  0.004785 -0.178623
RDOM 98SEP03 1998.6721 51059  973 4 -118.9    181  0.649084   4171654  0.733276  2417  0.428362  0.0791 0.000627 0.000758 0.002534 -0.003732 -0.031079 -0.178505
RDOM 98SEP04 1998.6749 51060  973 5 -118.9    181  0.649800   4171654  0.732380  2417  0.421190  0.0791 0.000618 0.000733 0.002480 -0.009323 -0.017364 -0.155589
RDOM 98SEP05 1998.6776 51061  973 6 -118.9    181  0.648944   4171654  0.732193  2417  0.405919  0.0791 0.000602 0.000728 0.002456 -0.015085 -0.010434 -0.158135
RDOM 98SEP06 1998.6804 51062  974 0 -118.9    181  0.651383   4171654  0.734706  2417  0.415748  0.0791 0.000608 0.000737 0.002517 -0.005427 -0.009527 -0.180255
RDOM 98SEP07 1998.6831 51063  974 1 -118.9    181  0.647929   4171654  0.734543  2417  0.425843  0.0791 0.000623 0.000732 0.002519 -0.009036 -0.032440 -0.155004
RDOM 98SEP08 1998.6858 51064  974 2 -118.9    181  0.645053   4171654  0.734268  2417  0.432159  0.0791 0.000613 0.000736 0.002514  0.033306 -0.030462 -0.192000
RDOM 98SEP09 1998.6886 51065  974 3 -118.9    181  0.641788   4171654  0.726458  2417  0.431748  0.0791 0.000614 0.000731 0.002495  0.020290 -0.025771 -0.152684
RDOM 98SEP10 1998.6913 51066  974 4 -118.9    181  0.647339   4171654  0.732809  2417  0.426455  0.0791 0.000596 0.000717 0.002429 -0.004606 -0.013292 -0.168374
RDOM 98SEP11 1998.6940 51067  974 5 -118.9    181  0.647547   4171654  0.735028  2417  0.417067  0.0791 0.000606 0.000756 0.002498  0.015013 -0.011694 -0.181225
RDOM 98SEP12 1998.6968 51068  974 6 -118.9    181  0.646509   4171654  0.732106  2417  0.419925  0.0791 0.000596 0.000721 0.002440  0.005195 -0.032884 -0.181281
RDOM 98SEP13 1998.6995 51069  975 0 -118.9    181  0.647965   4171654  0.731261  2417  0.424926  0.0791 0.000826 0.000969 0.003358  0.022126 -0.054859 -0.193620
RDOM 98SEP14 1998.7023 51070  975 1 -118.9    181  0.644472   4171654  0.733870  2417  0.424620  0.0791 0.000878 0.001107 0.003879  0.065612 -0.040472 -0.233063
RDOM 98SEP15 1998.7050 51071  975 2 -118.9    181  0.646350   4171654  0.729837  2417  0.420510  0.0791 0.000555 0.000674 0.002205  0.008785 -0.016429 -0.198856
RDOM 98SEP16 1998.7077 51072  975 3 -118.9    181  0.643835   4171654  0.734159  2417  0.422142  0.0791 0.000600 0.000730 0.002453 -0.011653  0.011459 -0.174020
RDOM 98SEP17 1998.7105 51073  975 4 -118.9    181  0.646253   4171654  0.734620  2417  0.418558  0.0791 0.000612 0.000748 0.002572 -0.028772  0.028078 -0.185441
RDOM 98SEP18 1998.7132 51074  975 5 -118.9    181  0.647615   4171654  0.732279  2417  0.426796  0.0791 0.000603 0.000744 0.002514 -0.046806  0.026081 -0.178670
RDOM 98SEP19 1998.7159 51075  975 6 -118.9    181  0.646006   4171654  0.733899  2417  0.427869  0.0791 0.000597 0.000729 0.002450  0.011255 -0.006780 -0.192831
RDOM 98SEP20 1998.7187 51076  976 0 -118.9    181  0.645283   4171654  0.732549  2417  0.432213  0.0791 0.000593 0.000719 0.002419 -0.011226 -0.006452 -0.166190
RDOM 98SEP21 1998.7214 51077  976 1 -118.9    181  0.645092   4171654  0.733621  2417  0.422168  0.0791 0.000605 0.000727 0.002464 -0.006897 -0.006992 -0.159690
RDOM 98SEP22 1998.7242 51078  976 2 -118.9    181  0.643933   4171654  0.732637  2417  0.422360  0.0791 0.000617 0.000752 0.002620 -0.046979  0.000439 -0.196360
RDOM 98SEP23 1998.7269 51079  976 3 -118.9    181  0.640927   4171654  0.731680  2417  0.415976  0.0791 0.000622 0.000776 0.002690 -0.053248  0.016735 -0.203846
RDOM 98SEP24 1998.7296 51080  976 4 -118.9    181  0.644898   4171654  0.733200  2417  0.420812  0.0791 0.000639 0.000785 0.002641  0.020335 -0.021470 -0.200424
RDOM 98SEP25 1998.7324 51081  976 5 -118.9    181  0.643291   4171654  0.732669  2417  0.425232  0.0791 0.000647 0.000804 0.002683  0.026483 -0.031575 -0.129047
RDOM 98SEP26 1998.7351 51082  976 6 -118.9    181  0.644792   4171654  0.732143  2417  0.429280  0.0791 0.000598 0.000732 0.002437 -0.014588 -0.011211 -0.152575
RDOM 98SEP27 1998.7379 51083  977 0 -118.9    181  0.646968   4171654  0.733142  2417  0.417516  0.0791 0.000612 0.000745 0.002527 -0.027785  0.022593 -0.180125
RDOM 98SEP28 1998.7406 51084  977 1 -118.9    181  0.645932   4171654  0.731168  2417  0.417396  0.0791 0.000600 0.000724 0.002443 -0.010608 -0.003499 -0.173683
RDOM 98SEP29 1998.7433 51085  977 2 -118.9    181  0.643731   4171654  0.731469  2417  0.411925  0.0791 0.000609 0.000743 0.002476 -0.009210 -0.024732 -0.162704
RDOM 98SEP30 1998.7461 51086  977 3 -118.9    181  0.646278   4171654  0.733340  2417  0.416510  0.0791 0.000605 0.000736 0.002483 -0.003939 -0.014727 -0.159598
RDOM 98OCT01 1998.7488 51087  977 4 -118.9    181  0.645721   4171654  0.732722  2417  0.422424  0.0791 0.000604 0.000734 0.002460 -0.001080  0.002073 -0.152261
RDOM 98OCT02 1998.7515 51088  977 5 -118.9    181  0.650716   4171654  0.736565  2417  0.415517  0.0791 0.000602 0.000732 0.002448 -0.010166 -0.008771 -0.151360
RDOM 98OCT03 1998.7543 51089  977 6 -118.9    181  0.644092   4171654  0.732186  2417  0.425041  0.0791 0.000602 0.000725 0.002445 -0.016319 -0.018102 -0.149396
RDOM 98OCT04 1998.7570 51090  978 0 -118.9    181  0.647058   4171654  0.732021  2417  0.424417  0.0791 0.000616 0.000759 0.002594 -0.047972  0.017886 -0.164411
RDOM 98OCT05 1998.7598 51091  978 1 -118.9    181  0.647452   4171654  0.734121  2417  0.424617  0.0791 0.000619 0.000744 0.002524 -0.017749  0.003333 -0.148625
RDOM 98OCT06 1998.7625 51092  978 2 -118.9    181  0.648952   4171654  0.736536  2417  0.429596  0.0791 0.000617 0.000748 0.002520 -0.003544 -0.030740 -0.164484
RDOM 98OCT07 1998.7652 51093  978 3 -118.9    181  0.645042   4171654  0.732867  2417  0.428881  0.0791 0.000629 0.000744 0.002518 -0.012039 -0.011941 -0.172689
RDOM 98OCT08 1998.7680 51094  978 4 -118.9    181  0.646475   4171654  0.735278  2417  0.427321  0.0791 0.000616 0.000738 0.002529 -0.012143 -0.003749 -0.171059
RDOM 98OCT09 1998.7707 51095  978 5 -118.9    181  0.645660   4171654  0.736317  2417  0.426693  0.0791 0.000608 0.000738 0.002493  0.003630 -0.013365 -0.160926
RDOM 98OCT10 1998.7734 51096  978 6 -118.9    181  0.643370   4171654  0.736139  2417  0.419068  0.0791 0.000610 0.000743 0.002561 -0.004191 -0.017812 -0.175653
RDOM 98OCT11 1998.7762 51097  979 0 -118.9    181  0.647824   4171654  0.738047  2417  0.419363  0.0791 0.000614 0.000734 0.002503 -0.003586 -0.013281 -0.150748
RDOM 98OCT12 1998.7789 51098  979 1 -118.9    181  0.647510   4171654  0.733312  2417  0.428895  0.0791 0.000617 0.000763 0.002539  0.008151 -0.012126 -0.155935
RDOM 98OCT13 1998.7817 51099  979 2 -118.9    181  0.648890   4171654  0.737362  2417  0.423654  0.0791 0.000645 0.000757 0.002564  0.006283 -0.016497 -0.182342
RDOM 98OCT14 1998.7844 51100  979 3 -118.9    181  0.646054   4171654  0.735822  2417  0.422923  0.0791 0.000623 0.000744 0.002568 -0.006479 -0.000899 -0.165321
RDOM 98OCT15 1998.7871 51101  979 4 -118.9    181  0.645055   4171654  0.731789  2417  0.427159  0.0791 0.000782 0.000946 0.003229  0.062283 -0.087021 -0.236092
RDOM 98OCT16 1998.7899 51102  979 5 -118.9    181  0.645739   4171654  0.734683  2417  0.418792  0.0791 0.000643 0.000766 0.002691  0.019992 -0.051152 -0.173198
RDOM 98OCT17 1998.7926 51103  979 6 -118.9    181  0.645752   4171654  0.731880  2417  0.421342  0.0791 0.000617 0.000744 0.002538  0.003496 -0.016124 -0.134515
RDOM 98OCT18 1998.7953 51104  980 0 -118.9    181  0.647087   4171654  0.734927  2417  0.421085  0.0791 0.000633 0.000741 0.002601 -0.003276 -0.019775 -0.178285
RDOM 98OCT19 1998.7981 51105  980 1 -118.9    181  0.644791   4171654  0.735161  2417  0.422678  0.0791 0.000615 0.000738 0.002562  0.013887 -0.041577 -0.206945
RDOM 98OCT20 1998.8008 51106  980 2 -118.9    181  0.646265   4171654  0.733602  2417  0.421752  0.0791 0.000616 0.000727 0.002532  0.004277 -0.047093 -0.198751
RDOM 98OCT21 1998.8036 51107  980 3 -118.9    181  0.644085   4171654  0.731916  2417  0.427879  0.0791 0.000615 0.000730 0.002521  0.007581 -0.020231 -0.186974
RDOM 98OCT22 1998.8063 51108  980 4 -118.9    181  0.645535   4171654  0.732111  2417  0.425871  0.0791 0.000610 0.000733 0.002517  0.017190 -0.034292 -0.198310
RDOM 98OCT23 1998.8090 51109  980 5 -118.9    181  0.645249   4171654  0.731736  2417  0.420620  0.0791 0.000623 0.000731 0.002544 -0.000351 -0.007362 -0.191289
RDOM 98OCT24 1998.8118 51110  980 6 -118.9    181  0.644223   4171654  0.733685  2417  0.421976  0.0791 0.000632 0.000738 0.002576  0.006291 -0.033430 -0.177633
RDOM 98OCT25 1998.8145 51111  981 0 -118.9    181  0.645763   4171654  0.731722  2417  0.420520  0.0791 0.000602 0.000724 0.002479 -0.002965 -0.015539 -0.193154
RDOM 98OCT26 1998.8172 51112  981 1 -118.9    181  0.645778   4171654  0.723040  2417  0.421934  0.0791 0.000635 0.000749 0.002570  0.013119 -0.036110 -0.199639
RDOM 98OCT27 1998.8200 51113  981 2 -118.9    181  0.643993   4171654  0.732719  2417  0.416328  0.0791 0.000612 0.000731 0.002512  0.002606 -0.012849 -0.179431
RDOM 98OCT28 1998.8227 51114  981 3 -118.9    181  0.646121   4171654  0.731265  2417  0.424714  0.0791 0.000615 0.000731 0.002516  0.011918 -0.022845 -0.196948
RDOM 98OCT29 1998.8255 51115  981 4 -118.9    181  0.644730   4171654  0.731508  2417  0.420886  0.0791 0.000611 0.000731 0.002509  0.009840 -0.007903 -0.162685
RDOM 98OCT30 1998.8282 51116  981 5 -118.9    181  0.646328   4171654  0.732901  2417  0.421829  0.0791 0.000608 0.000730 0.002516  0.008530 -0.031098 -0.189463
RDOM 98OCT31 1998.8309 51117  981 6 -118.9    181  0.646157   4171654  0.733353  2417  0.427309  0.0791 0.000614 0.000727 0.002528  0.013059 -0.019816 -0.199557
RDOM 98NOV19 1998.8830 51136  984 4 -118.9    181  0.644143   4171654  0.732278  2417  0.422528  0.0791 0.000609 0.000728 0.002472  0.017389 -0.041379 -0.195797
RDOM 98NOV20 1998.8857 51137  984 5 -118.9    181  0.644698   4171654  0.732637  2417  0.424840  0.0791 0.000608 0.000752 0.002508  0.016071 -0.030469 -0.147276
RDOM 98NOV21 1998.8884 51138  984 6 -118.9    181  0.643251   4171654  0.732629  2417  0.431361  0.0791 0.000604 0.000737 0.002459  0.004691 -0.004211 -0.154803
RDOM 98NOV22 1998.8912 51139  985 0 -118.9    181  0.638848   4171654  0.730924  2417  0.428045  0.0791 0.000608 0.000751 0.002485  0.010023  0.003832 -0.159536
RDOM 98NOV23 1998.8939 51140  985 1 -118.9    181  0.636554   4171654  0.726193  2417  0.422768  0.0791 0.000614 0.000755 0.002505  0.031053  0.001560 -0.160713
RDOM 98NOV24 1998.8966 51141  985 2 -118.9    181  0.640611   4171654  0.729268  2417  0.426540  0.0791 0.000609 0.000743 0.002493  0.015167 -0.025984 -0.162094
RDOM 98NOV25 1998.8994 51142  985 3 -118.9    181  0.641177   4171654  0.732040  2417  0.432167  0.0791 0.000677 0.000825 0.002748  0.004750 -0.051220 -0.184696
RDOM 98NOV26 1998.9021 51143  985 4 -118.9    181  0.643840   4171654  0.734117  2417  0.424114  0.0791 0.000613 0.000747 0.002500  0.028207 -0.013223 -0.143179
RDOM 98NOV27 1998.9049 51144  985 5 -118.9    181  0.640324   4171654  0.727578  2417  0.412390  0.0791 0.000611 0.000739 0.002491  0.013944 -0.005236 -0.164791
RDOM 98NOV28 1998.9076 51145  985 6 -118.9    181  0.642317   4171654  0.729046  2417  0.429584  0.0791 0.000604 0.000742 0.002487  0.016610 -0.011335 -0.163165
RDOM 98NOV29 1998.9103 51146  986 0 -118.9    181  0.642336   4171654  0.731229  2417  0.430143  0.0791 0.000616 0.000748 0.002533  0.026684 -0.031420 -0.177034
RDOM 98NOV30 1998.9131 51147  986 1 -118.9    181  0.639067   4171654  0.725192  2417  0.427764  0.0791 0.000624 0.000751 0.002500  0.018890 -0.023218 -0.127173
RDOM 98DEC02 1998.9185 51149  986 3 -118.9    181  0.639802   4171654  0.732038  2417  0.425404  0.0791 0.000611 0.000747 0.002514  0.008189 -0.014957 -0.157694
RDOM 98DEC03 1998.9213 51150  986 4 -118.9    181  0.639048   4171654  0.728022  2417  0.421002  0.0791 0.000612 0.000743 0.002507  0.006859  0.011066 -0.178940
RDOM 98DEC04 1998.9240 51151  986 5 -118.9    181  0.640181   4171654  0.731622  2417  0.419236  0.0791 0.000602 0.000730 0.002453  0.016151  0.017636 -0.165704
RDOM 98DEC05 1998.9268 51152  986 6 -118.9    181  0.642271   4171654  0.732791  2417  0.423568  0.0791 0.000610 0.000758 0.002506  0.016838  0.000757 -0.150730
RDOM 98DEC06 1998.9295 51153  987 0 -118.9    181  0.640655   4171654  0.732200  2417  0.425153  0.0791 0.000607 0.000725 0.002450  0.017966 -0.016557 -0.146157
RDOM 98DEC07 1998.9322 51154  987 1 -118.9    181  0.641294   4171654  0.731507  2417  0.425845  0.0791 0.000610 0.000728 0.002459  0.001467  0.014394 -0.115590
RDOM 98DEC08 1998.9350 51155  987 2 -118.9    181  0.641480   4171654  0.733686  2417  0.416237  0.0791 0.000626 0.000756 0.002588  0.010990 -0.016159 -0.174194
RDOM 98DEC09 1998.9377 51156  987 3 -118.9    181  0.640890   4171654  0.732965  2417  0.419725  0.0791 0.000608 0.000722 0.002478  0.010534 -0.017819 -0.186682
RDOM 98DEC10 1998.9405 51157  987 4 -118.9    181  0.642957   4171654  0.734080  2417  0.420197  0.0791 0.000605 0.000730 0.002480  0.016647 -0.012209 -0.181545
RDOM 98DEC11 1998.9432 51158  987 5 -118.9    181  0.643268   4171654  0.730726  2417  0.421570  0.0791 0.000612 0.000736 0.002503  0.018540 -0.017523 -0.183577
RDOM 98DEC12 1998.9459 51159  987 6 -118.9    181  0.642242   4171654  0.731485  2417  0.419413  0.0791 0.000615 0.000735 0.002517  0.022394 -0.039599 -0.150983
RDOM 98DEC13 1998.9487 51160  988 0 -118.9    181  0.641025   4171654  0.731958  2417  0.421980  0.0791 0.000781 0.000936 0.003415  0.037942  0.034546 -0.136904
RDOM 98DEC14 1998.9514 51161  988 1 -118.9    181  0.642273   4171654  0.727824  2417  0.418953  0.0791 0.000811 0.001004 0.003756 -0.019953 -0.009193 -0.158216
RDOM 98DEC15 1998.9541 51162  988 2 -118.9    181  0.645553   4171654  0.733426  2417  0.420233  0.0791 0.000826 0.000972 0.003583  0.029499  0.069319 -0.060149
RDOM 98DEC16 1998.9569 51163  988 3 -118.9    181  0.643568   4171654  0.733581  2417  0.418268  0.0791 0.000728 0.000890 0.002920  0.012965 -0.015324 -0.192054
RDOM 98DEC17 1998.9596 51164  988 4 -118.9    181  0.643952   4171654  0.733448  2417  0.420831  0.0791 0.000622 0.000752 0.002563  0.036529 -0.033131 -0.180375
RDOM 98DEC18 1998.9624 51165  988 5 -118.9    181  0.643823   4171654  0.735275  2417  0.426529  0.0791 0.000625 0.000752 0.002606  0.047327 -0.043678 -0.181320
RDOM 98DEC19 1998.9651 51166  988 6 -118.9    181  0.645388   4171654  0.730399  2417  0.420280  0.0791 0.000604 0.000721 0.002484  0.012383 -0.011566 -0.196640
RDOM 98DEC20 1998.9678 51167  989 0 -118.9    181  0.642791   4171654  0.730781  2417  0.417150  0.0791 0.000610 0.000738 0.002521 -0.017552  0.006003 -0.170738
RDOM 98DEC21 1998.9706 51168  989 1 -118.9    181  0.643051   4171654  0.734777  2417  0.421188  0.0791 0.000604 0.000727 0.002457  0.010388  0.007545 -0.153877
RDOM 98DEC22 1998.9733 51169  989 2 -118.9    181  0.643739   4171654  0.732286  2417  0.423471  0.0791 0.000621 0.000752 0.002585 -0.008872  0.013509 -0.122522
RDOM 98DEC23 1998.9760 51170  989 3 -118.9    181  0.641593   4171654  0.733073  2417  0.423834  0.0791 0.000601 0.000719 0.002441 -0.001081 -0.000963 -0.182029
RDOM 98DEC24 1998.9788 51171  989 4 -118.9    181  0.643391   4171654  0.731866  2417  0.423874  0.0791 0.000616 0.000744 0.002600 -0.009388 -0.019893 -0.197774
RDOM 98DEC25 1998.9815 51172  989 5 -118.9    181  0.642927   4171654  0.733085  2417  0.416119  0.0791 0.000608 0.000735 0.002505  0.017543  0.017098 -0.195525
RDOM 98DEC26 1998.9843 51173  989 6 -118.9    181  0.644141   4171654  0.734173  2417  0.420518  0.0791 0.000613 0.000743 0.002528  0.021718 -0.023956 -0.179312
RDOM 98DEC27 1998.9870 51174  990 0 -118.9    181  0.643464   4171654  0.729246  2417  0.417476  0.0791 0.000617 0.000742 0.002541  0.029000 -0.021835 -0.204985
RDOM 98DEC28 1998.9897 51175  990 1 -118.9    181  0.643866   4171654  0.731309  2417  0.425267  0.0791 0.000622 0.000739 0.002552  0.010612 -0.009893 -0.197147
RDOM 98DEC29 1998.9925 51176  990 2 -118.9    181  0.646351   4171654  0.734457  2417  0.420220  0.0791 0.000615 0.000743 0.002528  0.005453  0.002112 -0.190364
RDOM 98DEC30 1998.9952 51177  990 3 -118.9    181  0.644810   4171654  0.733208  2417  0.423942  0.0791 0.000620 0.000741 0.002577  0.018429 -0.008072 -0.212237
RDOM 98DEC31 1998.9979 51178  990 4 -118.9    181  0.644081   4171654  0.733099  2417  0.416827  0.0791 0.000613 0.000745 0.002552  0.009044 -0.003428 -0.209606
RDOM 99JAN01 1999.0007 51179  990 5 -118.9    181  0.644689   4171654  0.733494  2417  0.418732  0.0791 0.000658 0.000806 0.002808 -0.008974  0.063529 -0.206118
RDOM 99JAN02 1999.0034 51180  990 6 -118.9    181  0.644571   4171654  0.732548  2417  0.417518  0.0791 0.000659 0.000799 0.002759  0.009583  0.004964 -0.179842
RDOM 99JAN03 1999.0062 51181  991 0 -118.9    181  0.644261   4171654  0.734513  2417  0.417553  0.0791 0.000637 0.000767 0.002666  0.006984  0.001395 -0.165424
RDOM 99JAN04 1999.0089 51182  991 1 -118.9    181  0.643400   4171654  0.733654  2417  0.414425  0.0791 0.000665 0.000826 0.002919 -0.010014  0.035550 -0.166453
RDOM 99JAN05 1999.0116 51183  991 2 -118.9    181  0.642067   4171654  0.734509  2417  0.418606  0.0791 0.000688 0.000835 0.002993 -0.039997  0.084862 -0.198225
RDOM 99JAN06 1999.0144 51184  991 3 -118.9    181  0.646401   4171654  0.734730  2417  0.421671  0.0791 0.000713 0.000853 0.003086 -0.068253  0.052778 -0.185686
RDOM 99JAN09 1999.0226 51187  991 6 -118.9    181  0.646272   4171654  0.733842  2417  0.413361  0.0791 0.000774 0.000940 0.003338  0.004051 -0.072664 -0.206045
RDOM 99JAN10 1999.0253 51188  992 0 -118.9    181  0.644039   4171654  0.734835  2417  0.420353  0.0791 0.000711 0.000878 0.003093 -0.094195  0.082585 -0.202070
RDOM 99JAN14 1999.0363 51192  992 4 -118.9    181  0.645554   4171654  0.731263  2417  0.422447  0.0791 0.000731 0.000918 0.003230 -0.050310  0.031599 -0.210178
RDOM 99JAN16 1999.0418 51194  992 6 -118.9    181  0.643559   4171654  0.731679  2417  0.415968  0.0791 0.000609 0.000730 0.002483  0.017410  0.008540 -0.176865
RDOM 99JAN17 1999.0445 51195  993 0 -118.9    181  0.639964   4171654  0.732255  2417  0.421828  0.0791 0.000616 0.000734 0.002510  0.010813 -0.015928 -0.169053
RDOM 99JAN18 1999.0472 51196  993 1 -118.9    181  0.642207   4171654  0.729837  2417  0.411145  0.0791 0.000611 0.000736 0.002492  0.023434 -0.001129 -0.163173
RDOM 99JAN19 1999.0500 51197  993 2 -118.9    181  0.641436   4171654  0.731572  2417  0.413388  0.0791 0.000677 0.000832 0.002794 -0.009252 -0.011907 -0.104676
RDOM 99JAN20 1999.0527 51198  993 3 -118.9    181  0.642721   4171654  0.731874  2417  0.425784  0.0791 0.000619 0.000765 0.002578 -0.005207  0.041641 -0.172209
RDOM 99JAN21 1999.0554 51199  993 4 -118.9    181  0.641195   4171654  0.730878  2417  0.427067  0.0791 0.000621 0.000756 0.002570 -0.011240  0.041749 -0.162563
RDOM 99JAN22 1999.0582 51200  993 5 -118.9    181  0.642325   4171654  0.730647  2417  0.427527  0.0791 0.000606 0.000735 0.002472  0.016185  0.003254 -0.171282
RDOM 99JAN23 1999.0609 51201  993 6 -118.9    181  0.638659   4171654  0.726655  2417  0.411040  0.0791 0.000624 0.000771 0.002596 -0.006686 -0.010496 -0.161857
RDOM 99JAN24 1999.0637 51202  994 0 -118.9    181  0.643624   4171654  0.731525  2417  0.415237  0.0791 0.000605 0.000720 0.002423  0.023290  0.010755 -0.142810
RDOM 99JAN25 1999.0664 51203  994 1 -118.9    181  0.644256   4171654  0.732944  2417  0.410239  0.0791 0.000628 0.000768 0.002600  0.002414  0.032609 -0.149220
RDOM 99JAN26 1999.0691 51204  994 2 -118.9    181  0.645936   4171654  0.731628  2417  0.419102  0.0791 0.000625 0.000779 0.002649  0.013100  0.003107 -0.166238
RDOM 99JAN27 1999.0719 51205  994 3 -118.9    181  0.640564   4171654  0.733130  2417  0.409662  0.0791 0.000620 0.000761 0.002570 -0.008735  0.025849 -0.135105
RDOM 99JAN28 1999.0746 51206  994 4 -118.9    181  0.643478   4171654  0.734452  2417  0.418678  0.0791 0.000619 0.000756 0.002556  0.042961  0.018788 -0.121141
RDOM 99JAN29 1999.0773 51207  994 5 -118.9    181  0.643990   4171654  0.733530  2417  0.422489  0.0791 0.000677 0.000837 0.002824 -0.048431  0.057189 -0.149472
RDOM 99JAN30 1999.0801 51208  994 6 -118.9    181  0.639522   4171654  0.732299  2417  0.427217  0.0791 0.000626 0.000771 0.002605  0.038100 -0.036559 -0.203004
RDOM 99JAN31 1999.0828 51209  995 0 -118.9    181  0.640970   4171654  0.728155  2417  0.416362  0.0791 0.000615 0.000753 0.002555 -0.000170  0.008989 -0.165849
RDOM 99FEB01 1999.0856 51210  995 1 -118.9    181  0.640277   4171654  0.729232  2417  0.421246  0.0791 0.000605 0.000728 0.002459  0.012838 -0.006861 -0.162293
RDOM 99FEB02 1999.0883 51211  995 2 -118.9    181  0.641729   4171654  0.731064  2417  0.417381  0.0791 0.000651 0.000781 0.002684 -0.026133  0.043020 -0.190458
RDOM 99FEB04 1999.0938 51213  995 4 -118.9    181  0.645218   4171654  0.734853  2417  0.427188  0.0791 0.000817 0.001003 0.003413 -0.070791  0.089328 -0.161307
RDOM 99FEB05 1999.0965 51214  995 5 -118.9    181  0.638736   4171654  0.732028  2417  0.419003  0.0791 0.000612 0.000755 0.002563 -0.001315  0.014537 -0.174627
RDOM 99FEB06 1999.0992 51215  995 6 -118.9    181  0.640286   4171654  0.731905  2417  0.427510  0.0791 0.000691 0.000846 0.002853 -0.026829  0.026797 -0.142563
RDOM 99FEB11 1999.1129 51220  996 4 -118.9    181  0.640683   4171654  0.733344  2417  0.411624  0.0793 0.000625 0.000774 0.002621 -0.016650  0.055053 -0.156606
RDOM 99FEB15 1999.1239 51224  997 1 -118.9    181  0.639916   4171654  0.732682  2417  0.410818  0.0793 0.000620 0.000762 0.002593  0.018285  0.015373 -0.161800
RDOM 99FEB16 1999.1266 51225  997 2 -118.9    181  0.637984   4171654  0.733213  2417  0.410025  0.0793 0.000625 0.000758 0.002634  0.004955  0.007911 -0.184603
RDOM 99FEB18 1999.1321 51227  997 4 -118.9    181  0.638433   4171654  0.731532  2417  0.418202  0.0791 0.000622 0.000736 0.002565  0.042376 -0.020037 -0.214407
