site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
RDOM 07FEB03 2007.0910 54134 1412 6 -118.9    181  0.482592   4171654  0.710004  2417  0.398794  0.0790 0.000593 0.000751 0.002424  0.043185 -0.058245 -0.250629
RDOM 07FEB04 2007.0938 54135 1413 0 -118.9    181  0.483231   4171654  0.709285  2417  0.396671  0.0790 0.000583 0.000720 0.002386  0.070494 -0.103631 -0.244216
RDOM 07FEB05 2007.0965 54136 1413 1 -118.9    181  0.482599   4171654  0.710700  2417  0.398587  0.0790 0.000607 0.000756 0.002437  0.049627 -0.075746 -0.202084
RDOM 07FEB06 2007.0992 54137 1413 2 -118.9    181  0.483126   4171654  0.711214  2417  0.398204  0.0790 0.000606 0.000763 0.002468  0.050494 -0.054597 -0.227180
RDOM 07FEB07 2007.1020 54138 1413 3 -118.9    181  0.483029   4171654  0.709579  2417  0.394695  0.0790 0.000602 0.000753 0.002390  0.037965 -0.057641 -0.177817
RDOM 07FEB08 2007.1047 54139 1413 4 -118.9    181  0.483016   4171654  0.708223  2417  0.403731  0.0790 0.000641 0.000789 0.002560  0.058967 -0.075370 -0.207720
RDOM 07FEB09 2007.1075 54140 1413 5 -118.9    181  0.481437   4171654  0.709602  2417  0.401385  0.0790 0.000627 0.000788 0.002584  0.058522 -0.069406 -0.203345
RDOM 07FEB10 2007.1102 54141 1413 6 -118.9    181  0.481839   4171654  0.708122  2417  0.400232  0.0790 0.000589 0.000743 0.002441  0.061822 -0.070934 -0.257273
RDOM 07FEB11 2007.1129 54142 1414 0 -118.9    181  0.477697   4171654  0.709140  2417  0.398674  0.0790 0.000597 0.000739 0.002428  0.044162 -0.063573 -0.236659
RDOM 07FEB12 2007.1157 54143 1414 1 -118.9    181  0.482471   4171654  0.709477  2417  0.397933  0.0790 0.000619 0.000753 0.002523  0.075298 -0.063854 -0.268467
RDOM 07FEB13 2007.1184 54144 1414 2 -118.9    181  0.483985   4171654  0.709847  2417  0.396027  0.0790 0.000598 0.000755 0.002384  0.049473 -0.060411 -0.232015
RDOM 07FEB14 2007.1211 54145 1414 3 -118.9    181  0.480656   4171654  0.709780  2417  0.389679  0.0790 0.000610 0.000771 0.002487  0.054724 -0.025838 -0.208102
RDOM 07FEB15 2007.1239 54146 1414 4 -118.9    181  0.482028   4171654  0.710575  2417  0.390088  0.0790 0.000594 0.000747 0.002391  0.054046 -0.081361 -0.201156
RDOM 07FEB16 2007.1266 54147 1414 5 -118.9    181  0.483642   4171654  0.709391  2417  0.395974  0.0790 0.000606 0.000759 0.002477  0.030255 -0.067805 -0.209051
RDOM 07FEB17 2007.1294 54148 1414 6 -118.9    181  0.483758   4171654  0.711570  2417  0.398792  0.0790 0.000597 0.000737 0.002461  0.037581 -0.063055 -0.252429
RDOM 07FEB18 2007.1321 54149 1415 0 -118.9    181  0.482621   4171654  0.708670  2417  0.396546  0.0790 0.000584 0.000740 0.002394  0.028833 -0.024655 -0.248359
RDOM 07FEB19 2007.1348 54150 1415 1 -118.9    181  0.479842   4171654  0.709884  2417  0.398252  0.0790 0.000599 0.000752 0.002411  0.037819 -0.048329 -0.225589
RDOM 07FEB20 2007.1376 54151 1415 2 -118.9    181  0.480805   4171654  0.710218  2417  0.398915  0.0790 0.000628 0.000787 0.002532  0.034494 -0.045525 -0.237023
RDOM 07FEB21 2007.1403 54152 1415 3 -118.9    181  0.472722   4171654  0.703866  2417  0.399153  0.0790 0.000611 0.000773 0.002519  0.064669 -0.083239 -0.218749
RDOM 07FEB22 2007.1431 54153 1415 4 -118.9    181  0.476045   4171654  0.703497  2417  0.401101  0.0790 0.000586 0.000746 0.002407  0.052474 -0.050299 -0.237186
RDOM 07FEB23 2007.1458 54154 1415 5 -118.9    181  0.483210   4171654  0.708387  2417  0.391943  0.0790 0.000595 0.000753 0.002415  0.021856 -0.031379 -0.184702
RDOM 07FEB24 2007.1485 54155 1415 6 -118.9    181  0.481745   4171654  0.712283  2417  0.398745  0.0790 0.000615 0.000762 0.002466  0.041875 -0.078532 -0.203122
RDOM 07FEB25 2007.1513 54156 1416 0 -118.9    181  0.476966   4171654  0.706715  2417  0.383638  0.0790 0.000611 0.000773 0.002543  0.032191 -0.070891 -0.199552
RDOM 07FEB26 2007.1540 54157 1416 1 -118.9    181  0.473173   4171654  0.703977  2417  0.395973  0.0790 0.000582 0.000745 0.002373  0.064610 -0.060100 -0.205035
RDOM 07FEB27 2007.1567 54158 1416 2 -118.9    181  0.479205   4171654  0.705404  2417  0.392153  0.0790 0.000603 0.000761 0.002441  0.045848 -0.037841 -0.196641
RDOM 07FEB28 2007.1595 54159 1416 3 -118.9    181  0.479965   4171654  0.708156  2417  0.392312  0.0790 0.000616 0.000768 0.002456  0.057600 -0.018137 -0.205010
RDOM 07MAR01 2007.1622 54160 1416 4 -118.9    181  0.480180   4171654  0.709065  2417  0.395703  0.0790 0.000652 0.000788 0.002602  0.047246 -0.065374 -0.196570
RDOM 07MAR02 2007.1650 54161 1416 5 -118.9    181  0.481492   4171654  0.708626  2417  0.397916  0.0790 0.000621 0.000786 0.002507  0.064966 -0.075300 -0.186884
RDOM 07MAR03 2007.1677 54162 1416 6 -118.9    181  0.482125   4171654  0.709397  2417  0.398090  0.0790 0.000631 0.000804 0.002603  0.049846 -0.063585 -0.224963
RDOM 07MAR04 2007.1704 54163 1417 0 -118.9    181  0.483165   4171654  0.709768  2417  0.402891  0.0790 0.000591 0.000756 0.002458  0.054416 -0.062384 -0.246173
RDOM 07MAR05 2007.1732 54164 1417 1 -118.9    181  0.481302   4171654  0.708278  2417  0.396552  0.0790 0.000645 0.000803 0.002678  0.044592 -0.063308 -0.218986
RDOM 07MAR06 2007.1759 54165 1417 2 -118.9    181  0.481754   4171654  0.709001  2417  0.396942  0.0790 0.000625 0.000773 0.002568  0.073966 -0.053828 -0.238636
RDOM 07MAR07 2007.1786 54166 1417 3 -118.9    181  0.480251   4171654  0.710279  2417  0.403368  0.0790 0.000604 0.000762 0.002524  0.041831 -0.038969 -0.294120
RDOM 07MAR08 2007.1814 54167 1417 4 -118.9    181  0.480400   4171654  0.710650  2417  0.403213  0.0790 0.000642 0.000783 0.002583  0.050024 -0.048431 -0.235216
RDOM 07MAR09 2007.1841 54168 1417 5 -118.9    181  0.482311   4171654  0.707881  2417  0.406719  0.0790 0.000662 0.000824 0.002723  0.063828 -0.033810 -0.202172
RDOM 07MAR10 2007.1869 54169 1417 6 -118.9    181  0.480075   4171654  0.709262  2417  0.403248  0.0790 0.000622 0.000803 0.002546  0.023691 -0.054413 -0.227730
RDOM 07MAR11 2007.1896 54170 1418 0 -118.9    181  0.482288   4171654  0.708065  2417  0.396082  0.0790 0.000620 0.000773 0.002537  0.038649 -0.035151 -0.268421
RDOM 07MAR12 2007.1923 54171 1418 1 -118.9    181  0.481430   4171654  0.710112  2417  0.402603  0.0790 0.000639 0.000800 0.002673  0.058859 -0.081585 -0.258996
RDOM 07MAR13 2007.1951 54172 1418 2 -118.9    181  0.477845   4171654  0.708472  2417  0.402783  0.0790 0.000593 0.000753 0.002386  0.021057 -0.048782 -0.227806
RDOM 07MAR14 2007.1978 54173 1418 3 -118.9    181  0.482110   4171654  0.707971  2417  0.402825  0.0790 0.000607 0.000766 0.002471  0.033143 -0.070806 -0.198965
RDOM 07MAR15 2007.2005 54174 1418 4 -118.9    181  0.481697   4171654  0.708476  2417  0.400895  0.0790 0.000600 0.000766 0.002446  0.068577 -0.032866 -0.191611
RDOM 07MAR16 2007.2033 54175 1418 5 -118.9    181  0.482423   4171654  0.706464  2417  0.396764  0.0791 0.000618 0.000760 0.002506  0.067818 -0.062588 -0.210232
RDOM 07MAR17 2007.2060 54176 1418 6 -118.9    181  0.480068   4171654  0.707685  2417  0.400807  0.0790 0.000593 0.000744 0.002400  0.024866 -0.020188 -0.215793
RDOM 07MAR18 2007.2088 54177 1419 0 -118.9    181  0.479778   4171654  0.707745  2417  0.404052  0.0790 0.000602 0.000766 0.002494  0.039119 -0.059183 -0.190545
RDOM 07MAR19 2007.2115 54178 1419 1 -118.9    181  0.481635   4171654  0.707656  2417  0.402522  0.0790 0.000599 0.000765 0.002433  0.047898 -0.066119 -0.209504
RDOM 07MAR20 2007.2142 54179 1419 2 -118.9    181  0.478346   4171654  0.702344  2417  0.399261  0.0790 0.000612 0.000808 0.002518  0.057617 -0.030758 -0.228393
RDOM 07MAR21 2007.2170 54180 1419 3 -118.9    181  0.479701   4171654  0.705995  2417  0.399815  0.0790 0.000580 0.000769 0.002375  0.064623 -0.061161 -0.222143
RDOM 07MAR22 2007.2197 54181 1419 4 -118.9    181  0.478020   4171654  0.707846  2417  0.397800  0.0790 0.000607 0.000782 0.002525  0.021749  0.007899 -0.238441
RDOM 07MAR23 2007.2225 54182 1419 5 -118.9    181  0.479523   4171654  0.709377  2417  0.403162  0.0790 0.000592 0.000765 0.002482  0.013698 -0.040715 -0.221344
RDOM 07MAR24 2007.2252 54183 1419 6 -118.9    181  0.479273   4171654  0.707991  2417  0.401336  0.0790 0.000601 0.000776 0.002503  0.037231 -0.057827 -0.215870
RDOM 07MAR25 2007.2279 54184 1420 0 -118.9    181  0.480094   4171654  0.706602  2417  0.403970  0.0790 0.000612 0.000781 0.002563  0.043427 -0.039360 -0.239798
RDOM 07MAR26 2007.2307 54185 1420 1 -118.9    181  0.478913   4171654  0.706193  2417  0.396112  0.0790 0.000595 0.000772 0.002504  0.027814 -0.016142 -0.234788
RDOM 07MAR27 2007.2334 54186 1420 2 -118.9    181  0.477785   4171654  0.706990  2417  0.390386  0.0790 0.000597 0.000768 0.002432  0.026194  0.014166 -0.181379
RDOM 07MAR28 2007.2361 54187 1420 3 -118.9    181  0.478379   4171654  0.706982  2417  0.401294  0.0790 0.000598 0.000779 0.002467  0.012716 -0.033523 -0.202756
RDOM 07MAR29 2007.2389 54188 1420 4 -118.9    181  0.479598   4171654  0.710284  2417  0.398767  0.0790 0.000598 0.000770 0.002476  0.023950 -0.019973 -0.242572
RDOM 07MAR30 2007.2416 54189 1420 5 -118.9    181  0.479705   4171654  0.709732  2417  0.396355  0.0790 0.000628 0.000803 0.002630  0.057617 -0.055608 -0.196686
RDOM 07MAR31 2007.2444 54190 1420 6 -118.9    181  0.479292   4171654  0.707418  2417  0.399070  0.0790 0.000654 0.000850 0.002707  0.070824 -0.062207 -0.150196
RDOM 07APR01 2007.2471 54191 1421 0 -118.9    181  0.478753   4171654  0.707611  2417  0.401074  0.0791 0.000608 0.000781 0.002532  0.048179 -0.048649 -0.222240
RDOM 07APR02 2007.2498 54192 1421 1 -118.9    181  0.475187   4171654  0.709349  2417  0.401107  0.0790 0.000619 0.000805 0.002607  0.050082 -0.060670 -0.243998
RDOM 07APR03 2007.2526 54193 1421 2 -118.9    181  0.476572   4171654  0.709513  2417  0.396646  0.0790 0.000636 0.000789 0.002591  0.048514 -0.074319 -0.266023
RDOM 07APR04 2007.2553 54194 1421 3 -118.9    181  0.480217   4171654  0.710233  2417  0.396867  0.0790 0.000635 0.000806 0.002627  0.054684 -0.028442 -0.214653
RDOM 07APR05 2007.2580 54195 1421 4 -118.9    181  0.476124   4171654  0.708363  2417  0.394182  0.0790 0.000642 0.000833 0.002611  0.065660 -0.062487 -0.187908
RDOM 07APR06 2007.2608 54196 1421 5 -118.9    181  0.478266   4171654  0.709557  2417  0.395904  0.0790 0.000681 0.000860 0.002789  0.053824 -0.030095 -0.218768
RDOM 07APR07 2007.2635 54197 1421 6 -118.9    181  0.478695   4171654  0.709794  2417  0.401068  0.0790 0.000639 0.000824 0.002608  0.042980 -0.048972 -0.198879
RDOM 07APR08 2007.2663 54198 1422 0 -118.9    181  0.479293   4171654  0.708115  2417  0.404066  0.0790 0.000623 0.000802 0.002597  0.071264 -0.029877 -0.226447
RDOM 07APR09 2007.2690 54199 1422 1 -118.9    181  0.479519   4171654  0.707824  2417  0.407581  0.0790 0.000616 0.000797 0.002548  0.073791 -0.074457 -0.237526
RDOM 07APR10 2007.2717 54200 1422 2 -118.9    181  0.477715   4171654  0.707477  2417  0.412232  0.0790 0.000668 0.000856 0.002749  0.063728 -0.079410 -0.199712
RDOM 07APR11 2007.2745 54201 1422 3 -118.9    181  0.474148   4171654  0.705802  2417  0.394529  0.0790 0.000605 0.000755 0.002442  0.059263 -0.052437 -0.198970
RDOM 07APR12 2007.2772 54202 1422 4 -118.9    181  0.476421   4171654  0.703471  2417  0.401067  0.0790 0.000581 0.000739 0.002376  0.032404 -0.073385 -0.248981
RDOM 07APR13 2007.2799 54203 1422 5 -118.9    181  0.474591   4171654  0.704696  2417  0.394770  0.0790 0.000734 0.000913 0.003044  0.061128 -0.094630 -0.149928
RDOM 07APR15 2007.2854 54205 1423 0 -118.9    181  0.476308   4171654  0.705844  2417  0.398263  0.0790 0.000563 0.000741 0.002358  0.065092 -0.048156 -0.248087
RDOM 07APR16 2007.2882 54206 1423 1 -118.9    181  0.476591   4171654  0.708417  2417  0.391962  0.0790 0.000587 0.000766 0.002424  0.047980 -0.058266 -0.245532
RDOM 07APR17 2007.2909 54207 1423 2 -118.9    181  0.478051   4171654  0.708835  2417  0.393050  0.0790 0.000590 0.000750 0.002488  0.084404 -0.081591 -0.258498
RDOM 07APR18 2007.2936 54208 1423 3 -118.9    181  0.474394   4171654  0.707335  2417  0.390495  0.0790 0.000606 0.000775 0.002478  0.029874 -0.035764 -0.232295
RDOM 07APR19 2007.2964 54209 1423 4 -118.9    181  0.476556   4171654  0.706808  2417  0.401482  0.0790 0.000600 0.000780 0.002425  0.067510 -0.045172 -0.228644
RDOM 07APR20 2007.2991 54210 1423 5 -118.9    181  0.475328   4171654  0.706393  2417  0.394654  0.0790 0.000603 0.000774 0.002472  0.066743 -0.060659 -0.222651
RDOM 07APR21 2007.3018 54211 1423 6 -118.9    181  0.475642   4171654  0.707379  2417  0.400396  0.0790 0.000599 0.000760 0.002442  0.034763 -0.071561 -0.213769
RDOM 07APR22 2007.3046 54212 1424 0 -118.9    181  0.476717   4171654  0.706876  2417  0.404830  0.0790 0.000613 0.000793 0.002587  0.070969 -0.045446 -0.275644
RDOM 07APR23 2007.3073 54213 1424 1 -118.9    181  0.476092   4171654  0.707313  2417  0.397229  0.0790 0.000585 0.000742 0.002406  0.055394 -0.043614 -0.238256
RDOM 07APR24 2007.3101 54214 1424 2 -118.9    181  0.477241   4171654  0.707190  2417  0.396460  0.0790 0.000595 0.000768 0.002435  0.075481 -0.083028 -0.240253
RDOM 07APR25 2007.3128 54215 1424 3 -118.9    181  0.476415   4171654  0.706936  2417  0.396477  0.0790 0.000583 0.000745 0.002413  0.078119 -0.086555 -0.214196
RDOM 07APR26 2007.3155 54216 1424 4 -118.9    181  0.475311   4171654  0.707586  2417  0.393381  0.0790 0.000592 0.000755 0.002468  0.048966 -0.059317 -0.240858
RDOM 07APR27 2007.3183 54217 1424 5 -118.9    181  0.477658   4171654  0.709285  2417  0.403723  0.0790 0.000603 0.000783 0.002499  0.081231 -0.083095 -0.241639
RDOM 07APR28 2007.3210 54218 1424 6 -118.9    181  0.475530   4171654  0.706296  2417  0.400412  0.0790 0.000614 0.000793 0.002512  0.070758 -0.059624 -0.206665
RDOM 07APR29 2007.3238 54219 1425 0 -118.9    181  0.478155   4171654  0.708364  2417  0.398432  0.0791 0.000597 0.000782 0.002483  0.083358 -0.037236 -0.219233
RDOM 07APR30 2007.3265 54220 1425 1 -118.9    181  0.477361   4171654  0.705890  2417  0.395166  0.0791 0.000602 0.000775 0.002460  0.071616 -0.030351 -0.226214
RDOM 07MAY01 2007.3292 54221 1425 2 -118.9    181  0.477102   4171654  0.705691  2417  0.394652  0.0791 0.000587 0.000764 0.002469  0.078183 -0.044174 -0.232922
RDOM 07MAY02 2007.3320 54222 1425 3 -118.9    181  0.473612   4171654  0.705129  2417  0.376140  0.0790 0.000591 0.000796 0.002526  0.098809 -0.020560 -0.266518
RDOM 07MAY03 2007.3347 54223 1425 4 -118.9    181  0.474348   4171654  0.707013  2417  0.392126  0.0790 0.000600 0.000779 0.002483  0.064289 -0.047794 -0.218593
RDOM 07MAY04 2007.3374 54224 1425 5 -118.9    181  0.476049   4171654  0.708158  2417  0.390706  0.0790 0.000582 0.000771 0.002436  0.050958 -0.029844 -0.242088
RDOM 07MAY05 2007.3402 54225 1425 6 -118.9    181  0.474216   4171654  0.709008  2417  0.392705  0.0790 0.000580 0.000774 0.002398  0.076702 -0.039902 -0.226203
RDOM 07MAY06 2007.3429 54226 1426 0 -118.9    181  0.476086   4171654  0.706745  2417  0.398752  0.0790 0.000622 0.000798 0.002610  0.048206 -0.037290 -0.216583
RDOM 07MAY07 2007.3457 54227 1426 1 -118.9    181  0.473942   4171654  0.707730  2417  0.396737  0.0790 0.000595 0.000773 0.002487  0.046365 -0.045180 -0.258637
RDOM 07MAY08 2007.3484 54228 1426 2 -118.9    181  0.475769   4171654  0.707319  2417  0.390172  0.0791 0.000598 0.000789 0.002479  0.063410 -0.075676 -0.227425
RDOM 07MAY09 2007.3511 54229 1426 3 -118.9    181  0.475808   4171654  0.707373  2417  0.393825  0.0791 0.000600 0.000785 0.002513  0.052869 -0.041037 -0.246387
RDOM 07MAY10 2007.3539 54230 1426 4 -118.9    181  0.475284   4171654  0.707888  2417  0.395079  0.0791 0.000602 0.000819 0.002593  0.022388 -0.018785 -0.221427
RDOM 07MAY11 2007.3566 54231 1426 5 -118.9    181  0.476367   4171654  0.708811  2417  0.392164  0.0790 0.000626 0.000828 0.002682  0.045621 -0.049691 -0.231900
RDOM 07MAY12 2007.3593 54232 1426 6 -118.9    181  0.475877   4171654  0.708654  2417  0.397023  0.0790 0.000600 0.000782 0.002490  0.060363 -0.069003 -0.257840
RDOM 07MAY13 2007.3621 54233 1427 0 -118.9    181  0.476033   4171654  0.707955  2417  0.396232  0.0790 0.000822 0.001060 0.003353  0.171266 -0.084017 -0.130914
RDOM 07MAY14 2007.3648 54234 1427 1 -118.9    181  0.474569   4171654  0.709804  2417  0.398899  0.0790 0.000679 0.000840 0.002792  0.072293 -0.098890 -0.213948
RDOM 07MAY15 2007.3676 54235 1427 2 -118.9    181  0.475252   4171654  0.709057  2417  0.393156  0.0790 0.000589 0.000773 0.002447  0.046726 -0.029002 -0.235504
RDOM 07MAY16 2007.3703 54236 1427 3 -118.9    181  0.474371   4171654  0.707319  2417  0.397183  0.0790 0.000603 0.000781 0.002506  0.063994 -0.073785 -0.279835
RDOM 07MAY17 2007.3730 54237 1427 4 -118.9    181  0.474661   4171654  0.706960  2417  0.393996  0.0790 0.000602 0.000771 0.002471  0.085097 -0.090933 -0.239989
RDOM 07MAY18 2007.3758 54238 1427 5 -118.9    181  0.473917   4171654  0.707879  2417  0.395097  0.0790 0.000613 0.000792 0.002561  0.113984 -0.123743 -0.200600
RDOM 07MAY19 2007.3785 54239 1427 6 -118.9    181  0.476731   4171654  0.709482  2417  0.395809  0.0790 0.000602 0.000781 0.002552  0.069631 -0.073263 -0.267256
RDOM 07MAY20 2007.3812 54240 1428 0 -118.9    181  0.474572   4171654  0.708480  2417  0.399193  0.0790 0.000576 0.000755 0.002446  0.068587 -0.039251 -0.285458
RDOM 07MAY21 2007.3840 54241 1428 1 -118.9    181  0.475597   4171654  0.707955  2417  0.395638  0.0790 0.000586 0.000767 0.002514  0.056039 -0.018928 -0.257623
RDOM 07MAY22 2007.3867 54242 1428 2 -118.9    181  0.473920   4171654  0.709746  2417  0.403616  0.0790 0.000617 0.000797 0.002542  0.085900 -0.089642 -0.197342
RDOM 07MAY23 2007.3895 54243 1428 3 -118.9    181  0.474560   4171654  0.708825  2417  0.394581  0.0790 0.000597 0.000780 0.002479  0.051743 -0.055056 -0.252816
RDOM 07MAY24 2007.3922 54244 1428 4 -118.9    181  0.472383   4171654  0.707742  2417  0.394319  0.0790 0.000592 0.000778 0.002460  0.049422 -0.050060 -0.249799
RDOM 07MAY25 2007.3949 54245 1428 5 -118.9    181  0.475427   4171654  0.707911  2417  0.398415  0.0790 0.000592 0.000782 0.002478  0.085681 -0.091767 -0.245633
RDOM 07MAY26 2007.3977 54246 1428 6 -118.9    181  0.477447   4171654  0.707869  2417  0.406316  0.0790 0.000619 0.000807 0.002653  0.037883 -0.022649 -0.269241
RDOM 07MAY27 2007.4004 54247 1429 0 -118.9    181  0.476365   4171654  0.710109  2417  0.397576  0.0790 0.000599 0.000778 0.002515  0.075385 -0.050289 -0.245882
RDOM 07MAY28 2007.4031 54248 1429 1 -118.9    181  0.473283   4171654  0.706031  2417  0.399549  0.0790 0.000589 0.000759 0.002411  0.055393 -0.025121 -0.234006
RDOM 07MAY29 2007.4059 54249 1429 2 -118.9    181  0.473442   4171654  0.707012  2417  0.395754  0.0790 0.000594 0.000789 0.002495  0.090400 -0.036493 -0.245025
RDOM 07MAY30 2007.4086 54250 1429 3 -118.9    181  0.471021   4171654  0.706500  2417  0.398524  0.0790 0.000597 0.000791 0.002523  0.041023 -0.046990 -0.226901
RDOM 07MAY31 2007.4114 54251 1429 4 -118.9    181  0.473391   4171654  0.707966  2417  0.400286  0.0790 0.000592 0.000768 0.002473  0.097509 -0.071140 -0.273536
RDOM 07JUN01 2007.4141 54252 1429 5 -118.9    181  0.473636   4171654  0.708636  2417  0.404368  0.0790 0.000608 0.000797 0.002550  0.077561 -0.050015 -0.198911
RDOM 07JUN02 2007.4168 54253 1429 6 -118.9    181  0.470222   4171654  0.708189  2417  0.400771  0.0790 0.000587 0.000767 0.002452  0.098614 -0.069185 -0.265567
RDOM 07JUN06 2007.4278 54257 1430 3 -118.9    181  0.471340   4171654  0.707598  2417  0.396546  0.0790 0.000615 0.000800 0.002551  0.070172 -0.062588 -0.253784
RDOM 07JUN07 2007.4305 54258 1430 4 -118.9    181  0.470796   4171654  0.709320  2417  0.391110  0.0790 0.000632 0.000819 0.002644  0.068021 -0.053748 -0.240317
RDOM 07JUN08 2007.4333 54259 1430 5 -118.9    181  0.472415   4171654  0.705838  2417  0.399840  0.0790 0.000746 0.000912 0.002992  0.098570 -0.034517 -0.177604
RDOM 07JUN09 2007.4360 54260 1430 6 -118.9    181  0.473565   4171654  0.705457  2417  0.397351  0.0790 0.000608 0.000797 0.002548  0.105104 -0.071172 -0.260003
RDOM 07JUN10 2007.4387 54261 1431 0 -118.9    181  0.473073   4171654  0.706737  2417  0.398276  0.0790 0.000585 0.000755 0.002416  0.062768 -0.071497 -0.224918
RDOM 07JUN11 2007.4415 54262 1431 1 -118.9    181  0.472509   4171654  0.706094  2417  0.394247  0.0790 0.000695 0.000843 0.002793  0.102942 -0.062331 -0.224188
RDOM 07JUN12 2007.4442 54263 1431 2 -118.9    181  0.474503   4171654  0.706386  2417  0.396991  0.0790 0.000517 0.000651 0.002096  0.048735 -0.075644 -0.239647
RDOM 07JUN13 2007.4470 54264 1431 3 -118.9    181  0.472307   4171654  0.705755  2417  0.390553  0.0790 0.000497 0.000631 0.002033  0.055429 -0.060075 -0.252348
RDOM 07JUN16 2007.4552 54267 1431 6 -118.9    181  0.473849   4171654  0.708617  2417  0.394398  0.0790 0.000633 0.000826 0.002650  0.078644 -0.089250 -0.233706
RDOM 07JUN17 2007.4579 54268 1432 0 -118.9    181  0.473071   4171654  0.707682  2417  0.395517  0.0790 0.000637 0.000836 0.002646  0.120182 -0.080134 -0.246528
RDOM 07JUN18 2007.4606 54269 1432 1 -118.9    181  0.473264   4171654  0.706727  2417  0.399560  0.0790 0.000633 0.000801 0.002663  0.033818 -0.074229 -0.245745
RDOM 07JUN19 2007.4634 54270 1432 2 -118.9    181  0.472677   4171654  0.708312  2417  0.400777  0.0790 0.000609 0.000786 0.002603  0.067065 -0.021202 -0.268575
RDOM 07JUN20 2007.4661 54271 1432 3 -118.9    181  0.472838   4171654  0.707716  2417  0.396511  0.0790 0.000609 0.000798 0.002536  0.098926 -0.075240 -0.228176
RDOM 07JUN21 2007.4689 54272 1432 4 -118.9    181  0.474095   4171654  0.706443  2417  0.399036  0.0790 0.000625 0.000810 0.002623  0.086378 -0.067652 -0.220142
RDOM 07JUN22 2007.4716 54273 1432 5 -118.9    181  0.473208   4171654  0.706433  2417  0.397110  0.0790 0.000613 0.000795 0.002562  0.089455 -0.069337 -0.292231
RDOM 07JUN23 2007.4743 54274 1432 6 -118.9    181  0.473173   4171654  0.707513  2417  0.398616  0.0790 0.000644 0.000839 0.002735  0.090221 -0.067022 -0.267811
RDOM 07JUN24 2007.4771 54275 1433 0 -118.9    181  0.473689   4171654  0.705207  2417  0.396702  0.0790 0.000683 0.000907 0.002945  0.059978 -0.090326 -0.254189
RDOM 07JUN25 2007.4798 54276 1433 1 -118.9    181  0.473625   4171654  0.706045  2417  0.395571  0.0790 0.000636 0.000825 0.002616  0.080005 -0.071806 -0.243584
RDOM 07JUN26 2007.4825 54277 1433 2 -118.9    181  0.472972   4171654  0.704657  2417  0.393135  0.0790 0.000594 0.000774 0.002443  0.098857 -0.066092 -0.241168
RDOM 07JUN27 2007.4853 54278 1433 3 -118.9    181  0.473523   4171654  0.705980  2417  0.402378  0.0790 0.000598 0.000783 0.002488  0.056323 -0.062821 -0.212052
RDOM 07JUN28 2007.4880 54279 1433 4 -118.9    181  0.475110   4171654  0.704148  2417  0.399102  0.0790 0.000613 0.000806 0.002542  0.069320 -0.041302 -0.212248
RDOM 07JUN29 2007.4908 54280 1433 5 -118.9    181  0.475460   4171654  0.706396  2417  0.401164  0.0790 0.000637 0.000836 0.002799  0.076896 -0.069733 -0.304404
RDOM 07JUN30 2007.4935 54281 1433 6 -118.9    181  0.475855   4171654  0.703800  2417  0.407631  0.0790 0.000593 0.000779 0.002614  0.095010 -0.077532 -0.296469
RDOM 07JUL01 2007.4962 54282 1434 0 -118.9    181  0.474406   4171654  0.705458  2417  0.400637  0.0790 0.000600 0.000785 0.002516  0.124016 -0.107409 -0.276320
RDOM 07JUL02 2007.4990 54283 1434 1 -118.9    181  0.475785   4171654  0.706542  2417  0.403608  0.0790 0.000631 0.000829 0.002632  0.091738 -0.070095 -0.233926
RDOM 07JUL03 2007.5017 54284 1434 2 -118.9    181  0.472294   4171654  0.705560  2417  0.398387  0.0790 0.000602 0.000797 0.002511  0.083375 -0.061064 -0.258916
RDOM 07JUL04 2007.5044 54285 1434 3 -118.9    181  0.474746   4171654  0.705032  2417  0.401465  0.0790 0.000619 0.000818 0.002567  0.105055 -0.059792 -0.259578
RDOM 07JUL05 2007.5072 54286 1434 4 -118.9    181  0.474760   4171654  0.707760  2417  0.401719  0.0790 0.000634 0.000825 0.002748  0.056390 -0.065552 -0.235075
RDOM 07JUL06 2007.5099 54287 1434 5 -118.9    181  0.473761   4171654  0.704317  2417  0.398547  0.0790 0.000604 0.000790 0.002508  0.082279 -0.088158 -0.244210
RDOM 07JUL07 2007.5127 54288 1434 6 -118.9    181  0.471758   4171654  0.703991  2417  0.404824  0.0790 0.000615 0.000792 0.002587  0.059224 -0.072973 -0.224489
RDOM 07JUL08 2007.5154 54289 1435 0 -118.9    181  0.473922   4171654  0.704854  2417  0.404433  0.0790 0.000610 0.000799 0.002577  0.079549 -0.089241 -0.233106
RDOM 07JUL09 2007.5181 54290 1435 1 -118.9    181  0.474826   4171654  0.704983  2417  0.403302  0.0790 0.000644 0.000853 0.002782  0.079548 -0.068488 -0.248003
RDOM 07JUL10 2007.5209 54291 1435 2 -118.9    181  0.473766   4171654  0.706407  2417  0.407085  0.0790 0.000625 0.000820 0.002678  0.091405 -0.104523 -0.243098
RDOM 07JUL11 2007.5236 54292 1435 3 -118.9    181  0.472685   4171654  0.704343  2417  0.400453  0.0790 0.000615 0.000806 0.002715  0.086095 -0.070954 -0.293511
